instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange,clean_symbol
NSE_EQ|INE257A01026,438,BHEL,BHEL,255.75,,,0.05,1.0,EQUITY,,NSE_EQ,BHEL
NSE_EQ|INE774D01024,13285,M&MFIN,M&M FIN. SERVICES LTD,363.45,,,0.05,1.0,EQUITY,,NSE_EQ,M&MFIN
NSE_EQ|INE206F01022,23553,AIIL,AUTHUM INVEST & INFRA LTD,486.35,,,0.05,1.0,EQUITY,,NSE_EQ,AIIL
NSE_EQ|INE424H01027,13404,SUNTV,SUN TV NETWORK LIMITED,576.4,,,0.05,1.0,EQUITY,,NSE_EQ,SUNTV
NSE_EQ|INE842C01021,25897,MINDACORP,MINDA CORPORATION LTD,598.0,,,0.05,1.0,EQUITY,,NSE_EQ,MINDACORP
NSE_EQ|INE246F01010,13197,GSPL,GUJARAT STATE PETRO LTD,309.95,,,0.05,1.0,EQUITY,,NSE_EQ,GSPL
NSE_EQ|INE699H01024,8110,AWL,AWL AGRI BUSINESS LIMITED,201.57,,,0.01,1.0,EQUITY,,NSE_EQ,AWL
NSE_EQ|INE647O01011,30108,ABFRL,ADITYA BIRLA FASHION & RT,73.8,,,0.01,1.0,EQUITY,,NSE_EQ,ABFRL
NSE_EQ|INE019C01026,14334,HSCL,HIMADRI SPECIALITY CHEM L,450.35,,,0.05,1.0,EQUITY,,NSE_EQ,HSCL
NSE_EQ|INE129A01019,4717,GAIL,GAIL (INDIA) LTD,161.69,,,0.01,1.0,EQUITY,,NSE_EQ,GAIL
NSE_EQ|INE825V01034,8167,MANYAVAR,VEDANT FASHIONS LIMITED,455.3,,,0.05,1.0,EQUITY,,NSE_EQ,MANYAVAR
NSE_EQ|INE731H01025,13587,ACE,ACTION CONST EQUIP LTD,897.15,,,0.05,1.0,EQUITY,,NSE_EQ,ACE
NSE_EQ|INE423Y01016,18026,SBFC,SBFC FINANCE LIMITED,96.75,,,0.01,1.0,EQUITY,,NSE_EQ,SBFC
NSE_EQ|INE481G01011,11532,ULTRACEMCO,ULTRATECH CEMENT LIMITED,12963.0,,,1.0,1.0,EQUITY,,NSE_EQ,ULTRACEMCO
NSE_EQ|INE572A01036,1726,JBCHEPHARM,J B CHEMICALS AND PHARMA,1891.8,,,0.1,1.0,EQUITY,,NSE_EQ,JBCHEPHARM
NSE_EQ|INE0I7C01011,6818,LATENTVIEW,LATENT VIEW ANALYTICS LTD,389.35,,,0.05,1.0,EQUITY,,NSE_EQ,LATENTVIEW
NSE_EQ|INE233A01035,10925,GODREJIND,GODREJ INDUSTRIES LTD,966.1,,,0.05,1.0,EQUITY,,NSE_EQ,GODREJIND
NSE_EQ|INE114A01011,2963,SAIL,STEEL AUTHORITY OF INDIA,159.28,,,0.01,1.0,EQUITY,,NSE_EQ,SAIL
NSE_EQ|INE031B01049,8124,AJANTPHARM,AJANTA PHARMA LIMITED,2920.1,,,0.1,1.0,EQUITY,,NSE_EQ,AJANTPHARM
NSE_EQ|INE133A01011,1467,AKZOINDIA,AKZO NOBEL INDIA LIMITED,2950.9,,,0.1,1.0,EQUITY,,NSE_EQ,AKZOINDIA
NSE_EQ|INE774D08MG3,20050,M&MFIN,UNSECURED NCD,0.0,,,0.01,1.0,EQUITY,,NSE_EQ,M&MFIN
NSE_EQ|INE935A01035,7406,GLENMARK,GLENMARK PHARMACEUTICALS,1997.6,,,0.1,1.0,EQUITY,,NSE_EQ,GLENMARK
NSE_EQ|INE003A01024,3150,SIEMENS,SIEMENS LTD,3116.5,,,0.1,1.0,EQUITY,,NSE_EQ,SIEMENS
NSE_EQ|INE029A01011,526,BPCL,BHARAT PETROLEUM CORP  LT,374.1,,,0.05,1.0,EQUITY,,NSE_EQ,BPCL
NSE_EQ|INE670A01012,3411,TATAELXSI,TATA ELXSI LIMITED,4824.0,,,0.5,1.0,EQUITY,,NSE_EQ,TATAELXSI
NSE_EQ|INE951I01027,15362,VGUARD,V-GUARD IND LTD.,324.4,,,0.05,1.0,EQUITY,,NSE_EQ,VGUARD
NSE_EQ|INE092A01019,3405,TATACHEM,TATA CHEMICALS LTD,695.25,,,0.05,1.0,EQUITY,,NSE_EQ,TATACHEM
NSE_EQ|INE200M01039,18921,VBL,VARUN BEVERAGES LIMITED,449.3,,,0.05,1.0,EQUITY,,NSE_EQ,VBL
NSE_EQ|INE0DYJ01015,10793,SYRMA,SYRMA SGS TECHNOLOGY LTD,872.8,,,0.05,1.0,EQUITY,,NSE_EQ,SYRMA
NSE_EQ|INE738I01010,15179,ECLERX,ECLERX SERVICES LTD,3666.1,,,0.1,1.0,EQUITY,,NSE_EQ,ECLERX
NSE_EQ|INE00LO01017,2854,CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,7729.0,,,0.5,1.0,EQUITY,,NSE_EQ,CRAFTSMAN
NSE_EQ|INE0J5401028,19813,HONASA,HONASA CONSUMER LIMITED,301.45,,,0.05,1.0,EQUITY,,NSE_EQ,HONASA
NSE_EQ|INE0Q9301021,28378,IGIL,INTERNATIO GEMM INS (I) L,324.5,,,0.05,1.0,EQUITY,,NSE_EQ,IGIL
NSE_EQ|INE016A01026,772,DABUR,DABUR INDIA LTD,512.45,,,0.05,1.0,EQUITY,,NSE_EQ,DABUR
NSE_EQ|INE596F01018,16682,PTCIL,PTC INDUSTRIES LIMITED,18384.0,,,1.0,1.0,EQUITY,,NSE_EQ,PTCIL
